Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
49303.0,-1.227239347,0.901240127,1.514679901,-1.321099098,-0.178050709,0.133166458,0.073462875,0.803345881,-0.12016337,-1.049515091,0.536768335,0.505902106,-1.097313587,0.357948134,-1.050937168,0.166482596,-0.036016346,-0.504552187,-0.098264729,-0.14659431,-0.241057181,-0.677267723,-0.17697299,-0.280450656,0.215096544,0.805943939,0.07280214,0.026961176,0.0,0
127605.0,-3.88743506,-5.31168147,-3.207054669,-0.78674199,0.794936353,1.474926457,5.273727762,-0.377924583,-0.859529966,-1.810085967,0.464782721,-0.147821618,-1.004979162,1.146620909,-0.861868392,-0.844846443,-0.452037203,-0.470270351,-1.963073665,3.221622956,1.425652154,1.295429917,3.209269836,-1.060975816,0.671911372,0.140706731,-0.602660397,0.071087957,1401.0,0
56334.0,-1.072143147,0.718354758,2.553032538,3.707213301,0.885209553,-0.576539688,0.05443218,0.11096421,-1.953758077,0.939095692,-0.401256325,-0.157585257,0.655714671,0.036864225,0.393423558,0.712288104,-0.483252328,-0.153546588,-0.852275069,0.242213106,0.094008635,-0.059039904,0.110265374,0.686018312,-0.294026602,-0.097589375,0.088348839,0.156393717,4.7,0
45435.0,1.175863729,-0.670964694,0.558393786,0.338807443,-0.806256619,0.424930174,-0.723872767,0.10945451,-0.743317882,0.816864487,0.13537342,0.751869947,0.94022126,-0.218890238,-0.386412885,-1.032142195,-0.644962389,2.126973638,-0.539819004,-0.325269679,-0.196038922,-0.082962685,-0.236279005,-0.497870638,0.599372863,-0.197790934,0.06381356,0.02909362,79.0,0
162212.0,-7.726368906,4.337246474,-5.777979275,-0.420187579,-4.28367582,-1.52420447,-3.135265761,5.107865045,0.050170304,0.511819691,-0.756872574,2.343603804,-0.335009888,3.546779167,-1.103585109,1.461240036,1.379938693,0.024477869,-0.296625927,-0.143235749,-0.09889087,-1.021430414,0.366121148,-0.014617606,0.169679134,0.158816832,-0.216062449,-0.078568439,8.98,0
62794.0,0.467113721,-1.874604964,0.373294841,-0.915996372,-1.785940898,-0.778240255,-0.137009322,-0.147074148,1.944212988,-1.342727002,-0.45417523,0.563588976,-0.214001136,-0.071195328,1.421461569,-0.351545295,-0.045725404,0.32135158,0.5444189,0.744208578,0.361806542,0.349341774,-0.467330157,0.485116612,0.321540182,0.070611737,-0.035390859,0.095218634,420.0,0
123793.0,1.933814636,0.079952716,-2.76598502,0.532068072,2.596973019,3.508169923,-0.739213083,0.967282916,0.543018534,-0.672372851,0.446093422,-0.046592532,-0.236227583,-1.913891168,0.915746873,0.769904728,1.011267655,0.789004717,-0.948586767,-0.112951637,-0.075192738,-0.143912755,0.184380765,0.486487167,-0.019332347,-0.651819543,0.08729063,0.007065027,10.0,0
24083.0,1.148493952,0.261322858,0.819129078,1.482143353,-0.505666002,-0.637015597,-0.166070835,-0.212335002,1.438847348,-0.342096914,0.528198791,-2.258495329,1.922768894,1.585245109,0.375116091,0.306810592,0.154124602,0.434497008,-0.826533725,-0.091747369,0.041669136,0.357511363,-0.146461735,0.356061473,0.590252601,-0.265011732,0.002858359,0.027748807,40.3,0
81655.0,1.40474473,-0.634016527,-0.242065961,-1.723197926,-0.693399847,-0.870603721,-0.249827803,-0.303696433,0.014905426,-0.160298392,-1.016384685,0.350654032,1.027434536,0.096299628,1.504237178,-1.84063473,-0.298398078,1.523672047,0.067088592,-0.386009686,-0.407922018,-0.630391126,-0.143605735,-0.473354158,0.695744725,-0.638907624,0.067657794,0.026130725,40.5,0
53811.0,1.116180624,-0.368266922,0.829912622,1.62137541,-0.682220541,0.571293798,-0.549563792,0.290598371,1.578812402,-0.334343397,-2.381095403,-0.325608069,-1.877914718,-0.45849684,-1.695380294,-0.522306001,0.294787344,-0.406646298,0.849848671,-0.197149015,-0.498502895,-1.150694703,-0.057071132,-0.507427588,0.537600151,-0.48439317,0.055879714,0.025502475,43.89,0
48953.0,-1.356613214,2.069782006,0.094389763,1.201734358,-0.169804367,-1.303653108,0.203186518,0.454463269,-1.103301494,-0.949586821,0.194622016,0.889390152,1.628574658,-0.860283966,0.908817976,0.171159094,1.25759223,0.481536073,0.09006467,-0.157340711,0.249113062,0.460081415,-0.059392927,0.650664545,-0.234935703,-0.394133365,-0.458226608,0.088762939,1.0,0
156503.0,0.051958673,0.832027446,0.257918242,-0.595708051,0.387984337,-1.102587422,0.974056078,-0.173285322,0.040871392,-0.394622554,-1.072850167,-0.166988143,-0.513791289,0.214747944,-0.340346632,-0.050340458,-0.400412643,-0.663248775,-0.056917856,-0.073793386,-0.271522917,-0.626204356,0.065752564,-0.045677516,-0.499640805,0.143924539,0.244029978,0.095513298,2.28,0
171995.0,2.110213224,-0.109150596,-1.365781257,0.259639598,0.143462676,-0.83151356,0.132779274,-0.259469658,0.672383982,0.090423965,-1.453259376,-0.082771208,-0.366431353,0.343770057,0.151077546,0.122233407,-0.507769305,-0.576469334,0.410247275,-0.236977507,-0.340932464,-0.871622065,0.261247402,-0.669826567,-0.224888063,0.240617934,-0.075279354,-0.068097403,1.98,0
68872.0,-0.881788505,0.41509834,2.805859698,3.09866373,-0.47883719,0.379718386,-0.080500916,0.284865029,-0.811480047,0.432502869,-0.990651579,-0.858901248,-0.682163133,-0.10445668,1.045888846,0.082873924,0.143697772,0.599841519,0.777593894,0.397028713,0.241391552,0.519497655,-0.024661034,0.377679778,0.112711688,0.39134782,0.076478035,0.110192295,90.8,0
147251.0,0.159246416,0.430894689,-0.067572386,-1.111601343,1.185977561,0.005209061,0.874962431,-0.251391165,-0.368886814,0.039559457,-0.282605853,-0.571617821,-0.634498162,0.459756434,0.443842294,0.098631723,-0.81808896,0.799887609,1.722095177,0.128671042,0.210303622,0.799787685,-0.421124809,-1.34203387,-0.489470735,1.548549734,-0.09963906,-0.08407766,6.95,0
62862.0,1.146840088,-0.104765364,1.399760313,1.426852372,-1.269726802,-0.426927487,-0.671180005,0.161089548,1.105965442,-0.152193452,-0.763958332,-0.238212392,-1.581461802,-0.032540362,0.324071419,0.05460669,-0.040888636,0.020094225,-0.320810278,-0.263323622,-0.064545087,-0.035808227,0.063023155,0.679058248,0.322255581,-0.423244931,0.064495143,0.036674314,0.01,0
69120.0,1.203134967,-0.374001391,0.882846786,0.020409814,-1.092720469,-0.582482506,-0.502876715,-0.065670689,0.890680997,-0.37101933,-0.582014443,0.637526117,0.539989724,-0.486279477,0.10948192,0.029157928,-0.016454452,-0.471168615,0.251924229,0.023960076,0.038895431,0.303659635,-0.08312782,0.533054727,0.279485707,1.528112699,-0.074400807,0.008104747,30.95,0
129969.0,2.227640479,-0.694834529,-1.616481268,-0.972145027,-0.149414745,-0.798582591,-0.232846835,-0.31673585,-0.488321861,0.777638571,-0.974853332,-0.510076098,0.266545876,-0.080524877,-0.262825306,0.735865886,0.250958211,-1.749492253,0.949207509,0.019260631,0.009446892,0.00941157,0.177586454,0.486251153,0.046825823,-0.297874603,-0.047020956,-0.056769277,25.0,0
60563.0,1.335224136,-1.521521901,1.391093641,-0.827603762,-2.001937218,0.593079511,-1.686050121,0.222996514,-0.574665404,0.936750307,-1.078272886,0.354559362,1.154192759,-1.668273356,-2.03471993,-1.656110562,1.634253897,-1.068472618,0.198134909,-0.306585152,-0.416667682,-0.316260823,0.062390931,0.120953808,0.316912281,-0.186793319,0.116601059,0.031039695,32.0,0
136173.0,-3.556202344,-1.957786835,0.133044777,-1.47972891,-1.599970843,-0.685226748,0.148347241,0.864928286,-0.600933241,-0.645881968,-1.672624419,-1.512086101,-1.983020042,0.399278297,-0.640314391,1.572052321,0.626164913,-1.428747487,0.188446669,0.463770306,-0.127492334,-1.157514441,-0.170800125,-0.137964919,0.443128825,-0.522167207,0.278797645,-0.357432595,338.36,0
101369.0,1.90870143,-0.345007942,-1.327421772,0.226601653,0.689536494,0.923196584,-0.375216918,0.302623876,1.900803747,-0.209502049,1.632177713,-2.40070506,-0.306676852,2.350691737,-0.367298207,-0.530125045,0.90373828,-0.990882356,-0.588076921,-0.42708003,-0.362535317,-0.722002495,0.355879898,-1.746106017,-0.554562625,0.276474248,-0.068208045,-0.095295978,16.99,0
131718.0,-0.761158791,0.030820238,2.048983781,-1.766757366,-0.057771209,0.205750781,0.210528835,0.072038021,-1.16541848,0.356863396,0.654239749,0.175987871,0.120141125,-0.357042013,-0.531705911,-1.004479718,-0.617458614,1.496991658,-0.555365121,-0.116826476,-0.652534778,-1.304503817,-0.042117714,0.703745597,0.079551492,0.28927651,0.069545032,-0.098516732,29.75,0
68548.0,1.146503126,-0.200359436,1.449261507,0.904294931,-1.404906614,-0.636344151,-0.648808855,0.057767238,0.96912659,-0.243969626,-0.313203792,0.404210463,-0.440978713,-0.303036918,0.213351255,0.032763328,0.054690505,-0.385405186,-0.205081518,-0.135515705,-0.064917942,-0.018351402,0.106081084,0.961600275,0.146875434,0.390317578,0.006743036,0.030415921,9.95,0
82294.0,-0.870625753,0.552496274,1.179023395,-0.516856295,1.276616125,-0.808797254,0.556428968,-0.046343575,-0.525618918,-0.958671454,-1.127831998,-0.065132562,0.836550506,-0.573289079,0.477916591,0.885797495,-0.639927132,0.072548947,-0.35565595,0.110643071,-0.217681936,-0.840251905,-0.119656608,-0.660960084,0.012491967,0.00046682,0.028082832,0.118531895,1.98,0
46293.0,-1.395792397,-0.750047609,2.745473117,-0.856998317,0.356185805,0.035841017,-0.232761149,0.314531353,0.576327068,-0.850665911,0.850166488,0.550186273,-1.066618446,-0.490583089,-1.196450737,-0.11560744,-0.097509711,-0.390990955,-0.110460928,0.232232598,-0.074548579,-0.234334408,0.013707931,0.050933515,0.046563232,0.840606316,-0.217905318,-0.164337113,50.0,0
156946.0,2.061807366,-1.234544498,-0.534289782,-0.937088955,-1.122015774,-0.165512681,-1.188233845,0.050747769,0.035911246,0.894060466,0.387649642,-0.029702096,0.149488442,-0.376781538,-0.392669723,1.565232872,-0.325965454,-0.267178417,0.78612411,0.078746884,0.507316939,1.444751898,-0.040565128,-0.434906387,-0.079636404,0.044456827,0.005776894,-0.054687057,55.44,0
170505.0,0.119513434,0.729275299,-1.678878876,-1.551407688,3.128913876,3.210632202,0.35627617,0.920374451,-0.16058862,-0.801747535,0.137340522,-0.156739829,-0.429387606,-0.752391517,0.155271798,0.215068493,0.352222181,-0.376167526,-0.398920092,0.04371523,-0.335824703,-0.906170799,0.108350039,0.593062338,-0.42430282,0.164200869,0.245880852,0.071028975,0.89,0
152379.0,2.051086297,-0.097801271,-1.84839067,0.337600152,0.492644501,-0.819084971,0.465119381,-0.340197299,0.381164168,0.084203274,-0.977731517,0.252396734,-0.139664319,0.412819518,-0.336627226,-0.556994971,-0.081363885,-0.846593999,0.17935886,-0.163064475,-0.029128328,0.040828027,0.08268421,0.662930821,0.188525711,0.535155165,-0.103783748,-0.067343716,29.99,0
79258.0,-1.28487274,-0.097469621,2.368610087,-1.740103526,-0.111906311,-1.08460657,-0.049806854,0.047423585,1.239288101,-1.710579791,-0.622619555,0.526273297,-0.005928641,-0.351651572,0.698116905,-0.307662427,-0.379883529,0.261635267,0.056786912,-0.045828637,0.07623979,0.238627924,-0.241491854,0.402283448,0.538669724,-0.786835792,-0.071242522,0.179770046,1.0,0
45984.0,1.401374326,-1.603114239,-0.381829457,-3.636509462,0.275532296,3.613537838,-2.033246159,1.047566946,1.775692194,-0.865049046,-0.568753607,0.658166246,0.326503975,-0.586711861,1.256621749,-2.081172078,-0.144407739,2.328845941,0.667775486,-0.369105634,-0.216816631,0.129584442,-0.135705056,1.033506655,0.690416751,-0.555062899,0.163779202,0.036818597,8.78,0
145061.0,0.000278434,0.813882524,0.186189006,-0.772870001,0.67857534,-0.608459722,0.94800817,-0.07437063,-0.374409698,-0.262354661,0.589310041,1.043600124,0.589643668,0.170527415,-1.145758817,0.168575649,-0.810221254,-0.220389838,0.32078112,0.039241664,-0.217868274,-0.469753651,0.027541122,-0.327040085,-0.452991179,0.138445946,0.244213019,0.086130827,8.68,0
58237.0,1.032642631,-0.299667782,0.491108153,0.542301267,-0.623284399,-0.267210224,-0.223397656,0.048004751,0.116761529,0.070608617,0.977661574,0.561904332,-0.28036318,0.391584208,0.540304649,0.739312942,-0.820909098,0.55362745,0.073260211,0.098733303,0.0923102,0.027368579,-0.136258556,0.033826568,0.302123204,0.34073081,-0.04121821,0.022468082,101.85,0
52818.0,-0.176527544,0.679400232,1.309654574,-0.853694296,0.109812953,-0.366073763,0.583894903,-0.122064086,-0.330688062,-0.701996324,-0.883397818,0.403899098,1.65290743,-0.319499946,0.943124664,0.497192883,-0.73830508,-0.15029754,0.468689173,0.155556746,-0.087229912,-0.244758859,-0.124996658,-0.375620111,-0.152546677,0.911099267,-0.044114106,0.011262875,25.19,0
90054.0,-12.95687604,-13.78676393,-1.012779715,2.801525173,5.58144287,-2.95380333,-0.495113955,-0.846515717,3.545582863,0.411085373,1.68168474,-1.976975814,2.471782547,0.294419591,0.206324272,1.665271732,-0.907898844,0.95326609,1.538002667,-7.332363778,-2.772094581,2.044686982,8.206933099,0.381468828,2.425504605,0.706112496,4.10581749,-1.398651279,500.0,0
160531.0,2.000802029,0.122704711,-1.448144565,1.114083527,0.511395237,-0.45652642,0.323142139,-0.152851739,0.0719918,0.421725548,0.3842768,0.780523055,-0.338664107,0.68908797,-0.743132741,-0.048466012,-0.717155629,0.023361946,0.186577821,-0.272908345,-0.092026997,-0.153940638,0.101288233,-0.594474545,0.16538355,-0.718278422,-0.005482737,-0.066121964,8.69,0
80366.0,1.19846932,0.28587771,0.405235243,0.628444519,-0.440988738,-0.872096267,-0.032869412,-0.051990684,-0.193687628,-0.104992412,1.760877808,0.824026731,-0.207725015,-0.016308156,0.413042726,0.630408203,-0.164225826,0.168375027,0.016574232,-0.095945693,-0.226029192,-0.705796603,0.145622212,0.48686336,0.148188818,0.06538008,-0.028710184,0.02206673,1.98,0
37212.0,1.103461723,0.055001826,0.326975965,0.926117144,-0.069161908,0.321294367,-0.243490109,0.315952969,0.037962541,0.138413317,1.457822394,0.157215773,-1.775613347,0.921663354,0.967603277,-0.207409733,-0.049297402,-0.264759676,-0.844393342,-0.298003741,0.160532035,0.46603503,-0.04491152,-0.31527663,0.44513718,-0.249545516,0.037719908,0.001681832,5.9,0
48753.0,1.113800488,-0.602264452,0.928072524,0.139468612,-1.179865916,-0.249628976,-0.658081205,0.088400538,1.213805519,-0.398707855,-1.084869949,-0.028678784,-0.550833526,-0.317619461,0.406825027,0.307838629,-0.163570144,-0.174531203,0.351005565,0.038464679,-0.109626835,-0.304958675,-0.033758692,0.098296195,0.112399793,1.007407592,-0.051653782,0.022868258,74.95,0
36949.0,0.159177461,0.548753922,1.810166343,1.093694372,-0.430234685,0.704017892,-0.563957741,-0.664790032,0.359613595,-0.377554193,-1.354230348,0.578361529,1.0722764,-0.489024183,0.449118884,0.026738115,-0.299602759,0.21025888,0.700539078,-0.049065189,0.641491378,-0.382794717,-0.324240344,-0.415372036,1.137556435,-0.162348274,0.200985774,0.196203044,9.99,0
166310.0,1.831295718,0.278867863,0.294294754,3.85465733,-0.195578314,0.54990178,-0.549631021,0.169678874,-0.378152898,1.339990315,-0.959633949,0.209047849,0.639147862,-0.383331512,-0.584308467,1.020812847,-0.788724715,-0.147723409,-1.97074226,-0.219714442,0.261833029,0.866078684,0.225304306,1.088579348,-0.21223538,0.031729522,0.018029319,-0.019607293,11.34,0
81127.0,0.826753177,-0.805934812,1.770998618,1.768588551,-1.425131436,1.177855691,-1.179237153,0.647004285,1.619048287,-0.264536371,0.411821219,0.925055034,-1.647660658,-0.572133528,-1.906369369,-0.602939087,0.494416485,-0.061814479,0.012904929,-0.109776523,0.059934521,0.425109059,-0.11158789,0.246944987,0.352061228,-0.229990712,0.097434287,0.039087071,92.89,0
67702.0,-2.285962689,0.060547645,-0.06341476,0.296409207,0.083254659,-0.390652508,-0.143704907,0.930258295,-0.492630883,-0.5910938,0.445961901,0.089775095,-1.723284022,1.4079747,0.082636637,0.715673595,-0.417392529,0.191134655,-0.763804893,-0.78859347,0.036933269,-0.238538964,-0.342427517,-0.331492324,-0.851028711,-0.821473594,-0.03378838,-0.271727467,116.7,0
59494.0,0.963267311,-0.628624276,1.721345479,1.314286566,-1.496545856,0.419301855,-0.939069391,0.349777531,1.666681822,-0.536119835,-0.70102278,0.91436204,-0.594141568,-0.908460491,-1.399630079,-1.010168691,0.949578321,-1.177841579,-0.060334956,-0.110583528,-0.125654415,0.035222828,0.041795675,0.667815564,0.214829962,0.380630354,0.05103841,0.034893701,54.98,0
56817.0,1.252911011,0.067436302,-0.015758164,0.3403285,-0.419907595,-1.273164349,0.251273377,-0.266587029,0.162903244,-0.085613562,-0.467403954,-0.380683891,-1.075950529,0.630909277,0.977380695,0.029923935,-0.178510569,-0.393293481,0.022653833,-0.121141706,-0.065668534,-0.259486424,-0.058809719,0.401548674,0.47622182,0.602297177,-0.081084818,0.003558328,27.83,0
165925.0,-2.433869509,1.872826837,-1.144319831,-2.390366339,-0.852150452,-1.179855842,-0.56648156,-0.634454288,-1.553280524,0.091932535,-1.060276653,0.120686463,0.917715407,0.709382968,-0.624696348,1.306043694,0.519430173,-1.745784303,-0.160551079,-0.280511316,1.655387355,-0.382766191,0.075098427,-0.098382073,0.28109599,-0.371672949,0.265430004,0.086569626,30.0,0
113637.0,2.124853865,0.039871779,-1.729833863,-0.007585523,0.702702035,-0.389749128,0.224447998,-0.296780396,0.601090678,-0.145210934,-1.12085896,0.77148258,1.497408313,0.174723381,0.856715021,-0.172341576,-0.834759946,0.100173714,0.01067633,-0.124975833,0.23744345,0.907055102,-0.085759097,0.03229952,0.479361948,-0.408188525,0.014425263,-0.052037421,1.0,0
146006.0,-9.09019038,-9.316467305,-5.722288567,2.845953189,1.133013175,-3.308983965,1.714545155,0.293883812,-0.203989369,-0.959902692,-1.52851926,0.008721825,-0.624711729,2.227849723,0.325637799,-0.052446734,0.334726453,0.09761803,0.298830557,-0.341625385,0.453375187,1.255820376,1.390883604,0.214778482,-0.756722343,-0.167362199,1.155924444,-2.467825899,169.55,0
167605.0,-1.456961692,0.796495973,-0.702975955,-1.072517012,3.390422088,3.552205785,0.546554698,0.444743601,-0.290529832,-0.112381822,0.44214052,-0.476651932,-0.352576756,-1.069976342,1.103254807,-0.417840378,0.732555876,-0.281466339,1.076098139,-0.088880725,-0.383951914,-0.997959019,-0.046385241,0.623675935,0.362314271,0.434290489,-0.927359102,-0.049988024,0.89,0
44915.0,-0.378083624,0.880239482,0.823899985,-0.600472725,0.975444808,0.888692781,0.484523796,0.343943221,-0.500461157,-0.180057558,-0.071746898,0.006016655,-0.045972438,0.318301054,0.556032287,0.620044307,-0.978310861,0.292641084,0.597232656,0.119760214,-0.26411185,-0.708397885,-0.209019897,-1.737734346,-0.074725575,0.191439174,0.273039488,0.089387278,5.99,0
61087.0,-0.380910528,0.565334976,1.69652567,0.111822653,0.14829342,0.147280362,0.54453056,0.043337269,0.064905349,-0.063961231,1.266018918,1.161048109,0.097815712,-0.360666367,-1.16733607,-0.727566792,0.033088517,-0.477292576,0.144189688,0.142938415,0.042634956,0.645799745,-0.056785103,0.283145725,-0.633760087,0.247124186,0.251919654,0.006997611,12.31,0
171923.0,2.05667098,-0.010564056,-1.062643667,0.39626294,-0.041021704,-1.099186963,0.213433434,-0.34469462,0.44241198,0.045801536,-0.601328772,0.799287789,0.720798839,0.148837227,0.017164027,-0.187267681,-0.278397894,-1.03094622,0.079489506,-0.188837533,-0.277806582,-0.626099465,0.336382052,-0.020591087,-0.287681382,0.200483536,-0.063206567,-0.05943122,1.29,0
139066.0,1.791049752,-0.392894608,-0.14769938,1.72623824,-0.432650462,0.351418349,-0.636954015,0.2172713,-0.478815849,1.242279168,0.789391971,0.31501181,-0.067170313,0.069341109,-0.523296181,1.82213602,-1.046471616,-0.223745919,-0.721637337,0.024675987,-0.15336798,-0.761113073,0.502863624,0.791759671,-1.123158675,1.804912676,-0.188511209,-0.048700931,82.62,0
162319.0,1.773052459,-1.420877773,-1.747152886,-0.815024618,-0.511034094,-0.763202739,-0.005909475,-0.287174713,-0.728427682,0.868659028,0.702063044,0.017926839,-0.214962736,0.28435882,-0.920992077,0.854232053,0.118873606,-1.275688196,1.098136406,0.386391227,0.221880031,0.150825454,-0.072111022,-0.374898122,-0.050918198,-0.255290232,-0.087469675,-0.041685486,231.0,0
63556.0,-4.72988255,-3.95358754,0.738766483,-0.603273141,1.667766178,-1.1544064,-3.253896731,1.370156303,0.08352209,-0.233088898,-2.630606107,-1.372087123,-1.559879596,0.01823484,-0.437219902,1.501047627,0.735153641,-1.196719347,0.628587523,-0.339093026,-0.065461373,-0.54090883,-1.796764833,-1.191677373,0.168634627,-0.216076316,0.721603472,-1.183541741,11.38,0
158569.0,-0.961402171,0.29491263,1.79857791,0.273560261,-0.90910991,0.160771315,-0.381210182,-1.009531387,-1.418959479,0.898644399,-0.597015345,0.239025452,1.799205036,-0.440365757,1.665993786,-2.250861783,0.784183196,1.151732054,2.061536461,-0.457428714,0.109584889,-1.330958669,-0.103080368,0.080408792,-0.316574348,0.791190575,0.024932697,0.065543093,91.2,0
42940.0,1.238829486,-0.38027956,-0.109218995,-1.046373814,-0.192194175,-0.044794169,-0.160850156,0.024570518,1.358171242,-0.968921945,0.212418442,1.336350179,0.233551517,0.093469547,-0.129547313,-0.452623139,-0.512428275,0.450174055,1.675292374,-0.002328076,-0.25574641,-0.558587362,-0.193216147,-0.818830973,0.736556544,-0.791846366,0.057095173,0.010521797,39.71,0
71028.0,-0.359454529,1.023510375,1.161494741,-0.12566419,0.185788027,-0.48522574,0.553018166,0.135476177,-0.524546947,-0.321042445,1.068160576,0.122670896,-0.617085762,-0.111810843,0.295407469,0.709308478,-0.322989617,0.552171058,0.329025344,0.088789041,-0.242548199,-0.696060974,-0.061498305,-0.072922883,-0.170452118,0.077497073,0.236988619,0.083147925,2.69,0
69492.0,-0.225294486,-0.134312401,1.373387936,-2.144783969,-0.720732202,-0.375412529,0.068257308,0.080527005,-0.272302476,-0.544321033,0.41783453,0.494570737,-0.58064629,0.055124757,-0.507369324,-2.242021163,0.126691985,1.765119083,0.762416008,-0.464081081,-0.496375597,-0.821687596,-0.094666754,-0.058442344,0.028249403,-0.718728669,0.119442556,0.054500327,20.84,0
111871.0,-0.58194561,0.304231641,0.376425178,-1.208477172,1.372795523,-1.288392002,0.967336374,-0.176848161,-0.155913162,-0.984200404,-0.770237173,0.626570498,0.413164737,-0.001723492,-1.429753925,-0.01864324,-0.625113517,-1.101016343,-1.326799278,-0.146623014,-0.043728123,-0.223800547,0.192911069,1.102418702,-0.752077256,-0.110978247,0.101736149,0.222421111,4.89,0
155612.0,-0.177332954,1.151844005,-0.12984405,0.904951681,1.224838452,-0.696810827,1.310219036,-0.247123837,-0.602874754,0.01945843,-1.468913647,-0.286225354,-0.310249049,0.495699182,-0.271554679,-1.095675659,0.057361149,-0.217939191,0.909567566,0.085281366,0.094356635,0.574226171,-0.324862489,-0.404503243,0.080004035,-0.349398318,0.43565627,0.241093043,4.96,0
97415.0,0.221438138,0.44417561,1.509329085,-0.133063604,-0.391923386,-0.190436014,-0.130530284,-0.030738255,1.837638297,-0.919012928,-0.102106514,-2.087962154,2.684385465,0.853146455,-0.276201199,0.464697311,0.03798787,0.441880493,-0.199503832,-0.061902661,-0.000727642,0.408893692,0.145475193,-0.120624733,-1.209353869,0.391899551,0.112069727,0.116216333,15.95,0
